Pattern,Appearances,AvgReturn10D,RegimeCount,SurvivalScore,RegimeClass,BEAR_WR,BULL_WR,HIGH_VOLATILITY_WR,INSUFFICIENT_HISTORY_WR,SIDEWAYS_WR
NONE|BULL|NORMAL|BULL|VIX_LOW,15142,0.53,1,55.24,INSTITUTIONAL,,55.24,,,
MOMENTUM|BULL|NORMAL|BULL|VIX_ELEVATED,1763,0.56,1,55.19,INSTITUTIONAL,,55.19,,,
NONE|SIDEWAYS|NORMAL|SIDEWAYS|VIX_LOW,1335,0.35,1,54.46,ROBUST,,,,,54.46
MOMENTUM|BULL|NORMAL|BULL|VIX_LOW,2697,0.56,1,54.06,ROBUST,,54.06,,,
PANIC|BEAR|VOLATILE|SIDEWAYS|VIX_HIGH,941,0.45,1,53.99,ROBUST,53.99,,,,
MOMENTUM|BULL|VOLATILE|BULL|VIX_LOW,4026,1.07,1,53.9,ROBUST,,53.9,,,
MOMENTUM|BEAR|VOLATILE|SIDEWAYS|VIX_ELEVATED,525,0.85,1,53.9,ROBUST,53.9,,,,
NONE|BEAR|NORMAL|SIDEWAYS|VIX_ELEVATED,1959,0.55,1,53.8,ROBUST,53.8,,,,
PANIC|BEAR|VOLATILE|SIDEWAYS|VIX_ELEVATED,860,0.47,1,53.72,ROBUST,53.72,,,,
MOMENTUM|SIDEWAYS|VOLATILE|BULL|VIX_LOW,2339,0.59,1,53.66,ROBUST,,,,,53.66
NONE|SIDEWAYS|NORMAL|BULL|VIX_HIGH,1587,1.11,1,53.62,ROBUST,,,,,53.62
PANIC|BULL|VOLATILE|BULL|VIX_ELEVATED,1472,0.78,1,53.6,ROBUST,,53.6,,,
MOMENTUM|SIDEWAYS|NORMAL|BULL|VIX_LOW,1447,0.51,1,53.56,ROBUST,,,,,53.56
MOMENTUM|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_HIGH,933,0.13,1,53.48,ROBUST,,,,53.48,
NONE|BULL|NORMAL|BULL|VIX_ELEVATED,9392,0.36,1,53.27,ROBUST,,53.27,,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_HIGH,1236,1.34,1,53.24,ROBUST,,,53.24,,
PANIC|BULL|VOLATILE|BULL|VIX_LOW,1768,0.96,1,53.05,ROBUST,,53.05,,,
MOMENTUM|BEAR|VOLATILE|BULL|VIX_LOW,765,0.49,1,52.94,ROBUST,52.94,,,,
PANIC|HIGH_VOLATILITY|VOLATILE|BULL|VIX_HIGH,732,1.59,1,52.73,ROBUST,,,52.73,,
OVERSOLD|SIDEWAYS|NORMAL|BULL|VIX_LOW,667,0.32,1,52.62,ROBUST,,,,,52.62
PANIC|HIGH_VOLATILITY|VOLATILE|BULL|VIX_LOW,2005,3.23,1,52.52,ROBUST,,,52.52,,
NONE|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_ELEVATED,658,0.63,1,52.43,ROBUST,,,52.43,,
NONE|HIGH_VOLATILITY|NORMAL|BULL|VIX_ELEVATED,1132,1.45,1,52.3,ROBUST,,,52.3,,
PANIC|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_ELEVATED,1023,1.25,1,52.3,ROBUST,,,52.3,,
NONE|SIDEWAYS|NORMAL|BULL|VIX_LOW,9715,0.37,1,52.17,ROBUST,,,,,52.17
PANIC|SIDEWAYS|VOLATILE|BULL|VIX_LOW,2094,0.56,1,52.1,ROBUST,,,,,52.1
PANIC|SIDEWAYS|NORMAL|BULL|VIX_ELEVATED,1183,0.35,1,51.99,ROBUST,,,,,51.99
PANIC|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_HIGH,1216,0.59,1,51.97,ROBUST,,,51.97,,
PANIC|BEAR|VOLATILE|BULL|VIX_ELEVATED,1014,0.29,1,51.97,ROBUST,51.97,,,,
OVERBOUGHT|SIDEWAYS|NORMAL|BULL|VIX_ELEVATED,622,0.26,1,51.93,ROBUST,,,,,51.93
OVERSOLD|SIDEWAYS|NORMAL|BULL|VIX_ELEVATED,507,0.38,1,51.87,ROBUST,,,,,51.87
NONE|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,1164,0.18,1,51.63,ROBUST,,,,51.63,
NONE|SIDEWAYS|NORMAL|BULL|VIX_ELEVATED,6736,0.23,1,51.59,ROBUST,,,,,51.59
PANIC|BEAR|VOLATILE|BEAR|VIX_HIGH,656,0.46,1,51.52,ROBUST,51.52,,,,
NONE|HIGH_VOLATILITY|NORMAL|BULL|VIX_LOW,1512,2.09,1,51.39,ROBUST,,,51.39,,
PANIC|SIDEWAYS|NORMAL|BULL|VIX_LOW,1425,0.26,1,51.37,ROBUST,,,,,51.37
MOMENTUM|SIDEWAYS|VOLATILE|BULL|VIX_HIGH,551,1.11,1,51.36,ROBUST,,,,,51.36
PANIC|HIGH_VOLATILITY|VOLATILE|BEAR|VIX_HIGH,536,0.53,1,51.31,ROBUST,,,51.31,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|BULL|VIX_LOW,2085,2.62,1,50.98,ROBUST,,,50.98,,
PANIC|BEAR|NORMAL|BULL|VIX_ELEVATED,508,-0.3,1,50.98,ROBUST,50.98,,,,
MOMENTUM|SIDEWAYS|VOLATILE|BULL|VIX_ELEVATED,2035,0.16,1,50.96,ROBUST,,,,,50.96
PANIC|BULL|NORMAL|BULL|VIX_ELEVATED,1166,0.48,1,50.6,ROBUST,,50.6,,,
PANIC|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_HIGH,805,0.14,1,50.56,ROBUST,,,,50.56,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_ELEVATED,1066,0.72,1,50.38,ROBUST,,,50.38,,
PANIC|SIDEWAYS|VOLATILE|BULL|VIX_ELEVATED,2003,0.33,1,49.88,WEAK,,,,,49.88
NONE|BEAR|NORMAL|BULL|VIX_LOW,3578,0.01,1,49.61,WEAK,49.61,,,,
NONE|BEAR|NORMAL|BULL|VIX_ELEVATED,2425,0.02,1,49.61,WEAK,49.61,,,,
MOMENTUM|SIDEWAYS|NORMAL|BULL|VIX_ELEVATED,1079,0.13,1,49.03,WEAK,,,,,49.03
PANIC|BEAR|VOLATILE|BULL|VIX_LOW,1155,-0.32,1,48.31,WEAK,48.31,,,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|BULL|VIX_ELEVATED,1769,1.4,1,48.11,WEAK,,,48.11,,
NONE|BULL|NORMAL|BEAR|VIX_HIGH,548,-0.36,1,47.99,WEAK,,47.99,,,
PANIC|BEAR|NORMAL|BULL|VIX_LOW,668,-0.39,1,47.46,WEAK,47.46,,,,
MOMENTUM|BEAR|VOLATILE|BULL|VIX_ELEVATED,694,0.0,1,47.12,WEAK,47.12,,,,
PANIC|HIGH_VOLATILITY|VOLATILE|BULL|VIX_ELEVATED,1677,1.05,1,47.05,WEAK,,,47.05,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|BULL|VIX_HIGH,762,0.87,1,46.33,WEAK,,,46.33,,
OVERSOLD|BEAR|NORMAL|BULL|VIX_LOW,514,0.04,1,46.3,WEAK,46.3,,,,
NONE|SIDEWAYS|NORMAL|SIDEWAYS|VIX_EXTREME,498,2.01,1,0.0,INSUFFICIENT,,,,,67.47
NONE|BEAR|NORMAL|BULL|VIX_HIGH,480,0.5,1,0.0,INSUFFICIENT,53.12,,,,
MOMENTUM|BEAR|NORMAL|BULL|VIX_LOW,469,0.29,1,0.0,INSUFFICIENT,53.3,,,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,453,1.09,1,0.0,INSUFFICIENT,,,47.02,,
PANIC|BEAR|NORMAL|SIDEWAYS|VIX_ELEVATED,452,0.15,1,0.0,INSUFFICIENT,53.32,,,,
MOMENTUM|BULL|NORMAL|BULL|VIX_HIGH,445,1.56,1,0.0,INSUFFICIENT,,61.35,,,
PANIC|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_EXTREME,443,3.39,1,0.0,INSUFFICIENT,,,59.37,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|BEAR|VIX_HIGH,440,0.59,1,0.0,INSUFFICIENT,,,52.5,,
NONE|HIGH_VOLATILITY|NORMAL|BULL|VIX_HIGH,433,3.3,1,0.0,INSUFFICIENT,,,56.81,,
OVERBOUGHT|BULL|NORMAL|BULL|VIX_HIGH,432,1.72,1,0.0,INSUFFICIENT,,58.1,,,
OVERBOUGHT|SIDEWAYS|NORMAL|SIDEWAYS|VIX_ELEVATED,429,-0.04,1,0.0,INSUFFICIENT,,,,,53.61
PANIC|SIDEWAYS|VOLATILE|BEAR|VIX_HIGH,426,0.88,1,0.0,INSUFFICIENT,,,,,55.16
PANIC|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_HIGH,424,0.58,1,0.0,INSUFFICIENT,,,,54.25,
NONE|HIGH_VOLATILITY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,418,1.24,1,0.0,INSUFFICIENT,,,52.39,,
PANIC|BULL|NORMAL|BULL|VIX_HIGH,414,1.33,1,0.0,INSUFFICIENT,,60.87,,,
MOMENTUM|BULL|NORMAL|SIDEWAYS|VIX_HIGH,412,0.96,1,0.0,INSUFFICIENT,,58.74,,,
PANIC|BULL|NORMAL|SIDEWAYS|VIX_HIGH,409,0.81,1,0.0,INSUFFICIENT,,56.97,,,
MOMENTUM|BEAR|VOLATILE|BEAR|VIX_HIGH,408,0.92,1,0.0,INSUFFICIENT,55.15,,,,
NONE|HIGH_VOLATILITY|NORMAL|HIGH_VOL|VIX_EXTREME,406,3.14,1,0.0,INSUFFICIENT,,,66.26,,
NONE|BEAR|NORMAL|SIDEWAYS|VIX_LOW,405,-0.22,1,0.0,INSUFFICIENT,49.38,,,,
OVERSOLD|BEAR|NORMAL|SIDEWAYS|VIX_ELEVATED,400,0.52,1,0.0,INSUFFICIENT,53.0,,,,
MOMENTUM|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_HIGH,399,0.91,1,0.0,INSUFFICIENT,,,,59.9,
OVERSOLD|BEAR|NORMAL|BULL|VIX_ELEVATED,397,-0.02,1,0.0,INSUFFICIENT,53.15,,,,
PANIC|BEAR|NORMAL|SIDEWAYS|VIX_HIGH,395,0.68,1,0.0,INSUFFICIENT,55.44,,,,
MOMENTUM|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,385,-0.79,1,0.0,INSUFFICIENT,,,,45.71,
PANIC|HIGH_VOLATILITY|NORMAL|BULL|VIX_LOW,384,2.53,1,0.0,INSUFFICIENT,,,54.95,,
PANIC|BEAR|VOLATILE|BEAR|VIX_EXTREME,382,2.98,1,0.0,INSUFFICIENT,68.85,,,,
MOMENTUM|SIDEWAYS|VOLATILE|BEAR|VIX_HIGH,380,0.4,1,0.0,INSUFFICIENT,,,,,55.53
OVERSOLD|SIDEWAYS|NORMAL|SIDEWAYS|VIX_HIGH,377,0.41,1,0.0,INSUFFICIENT,,,,,54.11
PANIC|HIGH_VOLATILITY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,377,1.96,1,0.0,INSUFFICIENT,,,59.15,,
MOMENTUM|SIDEWAYS|VOLATILE|SIDEWAYS|VIX_LOW,371,0.1,1,0.0,INSUFFICIENT,,,,,52.29
MOMENTUM|BEAR|NORMAL|BULL|VIX_ELEVATED,370,-0.62,1,0.0,INSUFFICIENT,48.38,,,,
NONE|BEAR|NORMAL|BEAR|VIX_EXTREME,367,1.27,1,0.0,INSUFFICIENT,62.94,,,,
NONE|INSUFFICIENT_HISTORY|NORMAL|BULL|VIX_LOW,366,0.89,1,0.0,INSUFFICIENT,,,,40.71,
NONE|HIGH_VOLATILITY|NORMAL|BEAR|VIX_HIGH,358,0.33,1,0.0,INSUFFICIENT,,,53.35,,
PANIC|SIDEWAYS|NORMAL|BULL|VIX_HIGH,355,0.59,1,0.0,INSUFFICIENT,,,,,54.37
MOMENTUM|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_EXTREME,347,-0.3,1,0.0,INSUFFICIENT,,,48.13,,
MOMENTUM|HIGH_VOLATILITY|NORMAL|BULL|VIX_LOW,341,2.93,1,0.0,INSUFFICIENT,,,50.15,,
NONE|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_EXTREME,335,1.29,1,0.0,INSUFFICIENT,,,,61.19,
PANIC|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_EXTREME,334,1.09,1,0.0,INSUFFICIENT,,,,57.49,
MOMENTUM|SIDEWAYS|VOLATILE|SIDEWAYS|VIX_EXTREME,318,0.92,1,0.0,INSUFFICIENT,,,,,61.95
OVERBOUGHT|BULL|NORMAL|SIDEWAYS|VIX_HIGH,316,1.59,1,0.0,INSUFFICIENT,,68.04,,,
NONE|BEAR|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,308,0.21,1,0.0,INSUFFICIENT,48.05,,,,
MOMENTUM|BEAR|NORMAL|SIDEWAYS|VIX_ELEVATED,300,-0.24,1,0.0,INSUFFICIENT,49.33,,,,
MOMENTUM|HIGH_VOLATILITY|NORMAL|BULL|VIX_ELEVATED,294,0.34,1,0.0,INSUFFICIENT,,,49.66,,
NONE|BULL|NORMAL|SIDEWAYS|VIX_EXTREME,292,1.52,1,0.0,INSUFFICIENT,,60.62,,,
PANIC|HIGH_VOLATILITY|NORMAL|BULL|VIX_ELEVATED,292,1.06,1,0.0,INSUFFICIENT,,,51.71,,
OVERBOUGHT|SIDEWAYS|NORMAL|SIDEWAYS|VIX_HIGH,284,1.1,1,0.0,INSUFFICIENT,,,,,65.85
PANIC|BEAR|VOLATILE|BULL|VIX_HIGH,284,0.66,1,0.0,INSUFFICIENT,50.7,,,,
MOMENTUM|BULL|VOLATILE|SIDEWAYS|VIX_LOW,276,1.08,1,0.0,INSUFFICIENT,,58.7,,,
OVERBOUGHT|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,274,0.95,1,0.0,INSUFFICIENT,,,,69.71,
PANIC|BEAR|VOLATILE|SIDEWAYS|VIX_EXTREME,273,0.88,1,0.0,INSUFFICIENT,55.68,,,,
PANIC|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,267,-0.5,1,0.0,INSUFFICIENT,,,,42.7,
OVERBOUGHT|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_HIGH,265,1.25,1,0.0,INSUFFICIENT,,,,64.91,
PANIC|HIGH_VOLATILITY|VOLATILE|BEAR|VIX_EXTREME,258,0.19,1,0.0,INSUFFICIENT,,,54.26,,
MOMENTUM|BULL|VOLATILE|BEAR|VIX_HIGH,256,0.42,1,0.0,INSUFFICIENT,,53.91,,,
MOMENTUM|SIDEWAYS|NORMAL|BULL|VIX_HIGH,255,0.68,1,0.0,INSUFFICIENT,,,,,51.76
NONE|SIDEWAYS|NORMAL|BEAR|VIX_EXTREME,253,0.33,1,0.0,INSUFFICIENT,,,,,56.13
MOMENTUM|BEAR|NORMAL|SIDEWAYS|VIX_HIGH,249,1.44,1,0.0,INSUFFICIENT,58.63,,,,
MOMENTUM|SIDEWAYS|NORMAL|SIDEWAYS|VIX_LOW,249,0.71,1,0.0,INSUFFICIENT,,,,,57.43
PANIC|SIDEWAYS|VOLATILE|BEAR|VIX_EXTREME,241,1.25,1,0.0,INSUFFICIENT,,,,,60.58
PANIC|BEAR|NORMAL|BEAR|VIX_HIGH,229,1.16,1,0.0,INSUFFICIENT,60.26,,,,
NONE|INSUFFICIENT_HISTORY|NORMAL|BULL|VIX_ELEVATED,225,-0.1,1,0.0,INSUFFICIENT,,,,42.22,
OVERSOLD|BEAR|NORMAL|SIDEWAYS|VIX_HIGH,225,1.8,1,0.0,INSUFFICIENT,63.11,,,,
NONE|SIDEWAYS|NORMAL|HIGH_VOL|VIX_HIGH,217,1.03,1,0.0,INSUFFICIENT,,,,,54.38
PANIC|SIDEWAYS|VOLATILE|SIDEWAYS|VIX_LOW,217,0.15,1,0.0,INSUFFICIENT,,,,,52.53
OVERBOUGHT|HIGH_VOLATILITY|NORMAL|BULL|VIX_LOW,216,2.47,1,0.0,INSUFFICIENT,,,57.41,,
NONE|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_EXTREME,214,2.45,1,0.0,INSUFFICIENT,,,57.48,,
MOMENTUM|INSUFFICIENT_HISTORY|VOLATILE|BULL|VIX_LOW,213,3.79,1,0.0,INSUFFICIENT,,,,47.42,
MOMENTUM|BULL|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,210,2.1,1,0.0,INSUFFICIENT,,51.9,,,
MOMENTUM|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,210,-0.04,1,0.0,INSUFFICIENT,,,,51.9,
MOMENTUM|SIDEWAYS|NORMAL|BEAR|VIX_HIGH,208,1.13,1,0.0,INSUFFICIENT,,,,,59.13
PANIC|INSUFFICIENT_HISTORY|VOLATILE|BULL|VIX_LOW,208,0.52,1,0.0,INSUFFICIENT,,,,41.83,
MOMENTUM|BEAR|VOLATILE|BEAR|VIX_EXTREME,205,2.05,1,0.0,INSUFFICIENT,67.32,,,,
PANIC|SIDEWAYS|NORMAL|BEAR|VIX_HIGH,203,0.6,1,0.0,INSUFFICIENT,,,,,60.59
MOMENTUM|SIDEWAYS|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,202,1.02,1,0.0,INSUFFICIENT,,,,,53.47
MOMENTUM|BULL|NORMAL|SIDEWAYS|VIX_LOW,201,0.29,1,0.0,INSUFFICIENT,,57.71,,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|HIGH_VOL|VIX_HIGH,200,0.97,1,0.0,INSUFFICIENT,,,55.5,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_LOW,198,4.04,1,0.0,INSUFFICIENT,,,53.03,,
PANIC|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_HIGH,196,2.22,1,0.0,INSUFFICIENT,,,58.67,,
MOMENTUM|BEAR|NORMAL|BEAR|VIX_HIGH,194,0.99,1,0.0,INSUFFICIENT,59.79,,,,
OVERBOUGHT|BULL|NORMAL|SIDEWAYS|VIX_LOW,191,0.57,1,0.0,INSUFFICIENT,,58.64,,,
PANIC|INSUFFICIENT_HISTORY|NORMAL|SPY_INSUFFICIENT_HISTORY|VIX_ELEVATED,190,-0.55,1,0.0,INSUFFICIENT,,,,46.84,
PANIC|SIDEWAYS|NORMAL|SIDEWAYS|VIX_LOW,186,0.35,1,0.0,INSUFFICIENT,,,,,53.23
OVERBOUGHT|SIDEWAYS|NORMAL|SIDEWAYS|VIX_LOW,185,0.3,1,0.0,INSUFFICIENT,,,,,62.7
NONE|HIGH_VOLATILITY|NORMAL|HIGH_VOL|VIX_HIGH,182,3.46,1,0.0,INSUFFICIENT,,,67.03,,
PANIC|SIDEWAYS|VOLATILE|HIGH_VOL|VIX_EXTREME,182,-5.3,1,0.0,INSUFFICIENT,,,,,50.0
MOMENTUM|BULL|VOLATILE|SIDEWAYS|VIX_EXTREME,181,1.44,1,0.0,INSUFFICIENT,,56.91,,,
NONE|BEAR|NORMAL|HIGH_VOL|VIX_HIGH,181,1.31,1,0.0,INSUFFICIENT,61.88,,,,
NONE|BEAR|NORMAL|SIDEWAYS|VIX_EXTREME,178,2.0,1,0.0,INSUFFICIENT,69.66,,,,
PANIC|BEAR|VOLATILE|HIGH_VOL|VIX_EXTREME,178,-2.87,1,0.0,INSUFFICIENT,55.62,,,,
PANIC|HIGH_VOLATILITY|VOLATILE|SIDEWAYS|VIX_LOW,178,4.07,1,0.0,INSUFFICIENT,,,52.81,,
MOMENTUM|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_HIGH,177,-0.23,1,0.0,INSUFFICIENT,,,47.46,,
MOMENTUM|BEAR|VOLATILE|BULL|VIX_HIGH,176,-0.13,1,0.0,INSUFFICIENT,48.86,,,,
MOMENTUM|HIGH_VOLATILITY|VOLATILE|BEAR|VIX_EXTREME,175,-1.82,1,0.0,INSUFFICIENT,,,49.71,,
PANIC|BULL|VOLATILE|BEAR|VIX_HIGH,169,-1.5,1,0.0,INSUFFICIENT,,47.34,,,
NONE|BULL|NORMAL|BEAR|VIX_EXTREME,168,0.35,1,0.0,INSUFFICIENT,,57.74,,,
PANIC|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_ELEVATED,166,1.02,1,0.0,INSUFFICIENT,,,50.6,,
PANIC|SIDEWAYS|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_UNAVAILABLE,159,-0.65,1,0.0,INSUFFICIENT,,,,,50.94
MOMENTUM|INSUFFICIENT_HISTORY|VOLATILE|SPY_INSUFFICIENT_HISTORY|VIX_EXTREME,149,-1.01,1,0.0,INSUFFICIENT,,,,47.65,
NONE|SIDEWAYS|NORMAL|HIGH_VOL|VIX_EXTREME,149,-2.61,1,0.0,INSUFFICIENT,,,,,54.36
MOMENTUM|HIGH_VOLATILITY|NORMAL|SIDEWAYS|VIX_ELEVATED,148,1.56,1,0.0,INSUFFICIENT,,,54.05,,
PANIC|HIGH_VOLATILITY|NORMAL|BULL|VIX_HIGH,146,1.67,1,0.0,INSUFFICIENT,,,53.42,,
PANIC|BULL|VOLATILE|SIDEWAYS|VIX_EXTREME,145,3.32,1,0.0,INSUFFICIENT,,68.97,,,
