Date,Ticker,Close,Daily Return,RSI,MA50,MA200,RollingVol20,MACD,MACD_Signal,MACD_Hist,Panic,Momentum,Volatility,RSI_Overbought,RSI_Oversold,MarketRegime,PrimarySignal,PatternBase,BaseScore,PatternKey,ScoreAdjustment,FinalScore,Future Close 5D,Future Return 5D,Success
2010-03-19,AAPL,7.9375,-0.0106832918298575,77.03914611675226,7.413949995040894,,0.0127971373217955,0.2036778145322308,0.183314018381712,0.0203637961505188,PANIC,,,OVERBOUGHT,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.246429443359375,0.03892024483267716,True
2010-03-25,AAPL,8.094642639160156,-0.0118586075664952,65.96184099380807,7.463050003051758,,0.0120643758505748,0.2026599451525337,0.1957883048869954,0.0068716402655382,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.427499771118164,0.041120670398433146,True
2010-04-20,AAPL,8.735357284545898,-0.0100376544437431,71.42155913105853,7.923550024032592,,0.0086298851059603,0.2465260254658314,0.2512694582773532,-0.0047434328115217,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.35857105255127,0.07134382117465599,True
2010-04-27,AAPL,9.35857105255127,-0.0276809296050628,71.88646750540681,8.16896430015564,,0.0172108432079831,0.3722323213808884,0.3178282166035535,0.0544041047773349,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.238571166992188,-0.01282245813866728,False
2010-04-30,AAPL,9.3246431350708,-0.0281045229295476,65.40479251653943,8.299285726547241,,0.0193333680769913,0.348571038736253,0.3376469379649777,0.0109241007712753,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.42357063293457,-0.09663345707539388,False
2010-05-04,AAPL,9.238571166992188,-0.0287967041014963,59.20623337456416,8.387100009918212,,0.0210567209486824,0.3145294327117227,0.334029346394381,-0.0194999136826582,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.161429405212402,-0.008349966719464075,False
2010-05-05,AAPL,9.142499923706056,-0.0103989287466201,55.049273155637,8.429192867279053,,0.0213026317972177,0.28024358255119,0.3232721936257428,-0.0430286110745528,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.360357284545898,0.023829079864135242,True
2010-05-06,AAPL,8.79464340209961,-0.0380482936296747,49.26499601999424,8.461757154464722,,0.0232092373457577,0.2224385519832932,0.3031054652972528,-0.0806669133139596,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.227143287658691,0.0491776489147733,True
2010-05-07,AAPL,8.42357063293457,-0.0421930432195181,43.65158432898296,8.485942850112915,,0.0251170784580718,0.145013551553875,0.2714870825485773,-0.1264735309947022,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.0649995803833,0.0761469186167757,True
2010-05-13,AAPL,9.227143287658691,-0.0142317213796043,43.03586650290412,8.628207139968872,,0.0309677493701069,0.1412972428249741,0.1931049064162334,-0.0518076635912592,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.491429328918457,-0.07973366575159314,False
2010-05-14,AAPL,9.0649995803833,-0.0175724709393272,41.546255652476866,8.658999996185303,,0.0312367513648762,0.1246744880607142,0.1794188227451295,-0.0547443346844153,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.65428638458252,-0.04530758023305003,False
2010-05-19,AAPL,8.869285583496094,-0.0159296709882666,37.928165232541666,8.72604998588562,,0.0282529290223633,0.0685360868426077,0.1349254061246175,-0.0663893192820098,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.71821403503418,-0.017033113551222993,False
2010-05-20,AAPL,8.491429328918457,-0.0426027836199962,36.60889780994153,8.735278577804566,,0.0287462264250084,0.0173664628139551,0.111413617462485,-0.0940471546485299,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.048213958740234,0.06557018945274486,True
2010-06-04,AAPL,9.14142894744873,-0.0272119309666833,51.899203937278074,8.93428575515747,,0.0274444243639779,0.0820380810844643,0.0478749594398599,0.0341631216446043,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.053929328918455,-0.009571765971521921,False
2010-06-07,AAPL,8.962142944335938,-0.0196124702323294,47.30971453402013,8.951635761260986,,0.0259415069756461,0.0636675648428557,0.0510334805204591,0.0126340843223966,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.081428527832031,0.01330993984775506,True
2010-06-09,AAPL,8.685713768005371,-0.0245859704118849,45.90893730433507,8.97252145767212,,0.0199146461160242,0.0105582066225906,0.0418070318152753,-0.0312488251926847,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.54464340209961,0.09888993087225427,True
2010-06-21,AAPL,9.64892864227295,-0.014229878037968,57.963842753637415,9.111207218170168,,0.0184598805320884,0.1646499631205777,0.0896423019875011,0.0750076611330766,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.58214282989502,-0.006921578016997055,False
2010-06-23,AAPL,9.677499771118164,-0.0105167516816427,56.408143655768846,9.15413579940796,,0.0184859040668111,0.192320013161467,0.1255876359017322,0.0667323772597348,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.983214378356934,-0.0717422277635467,False
2010-06-29,AAPL,9.14892864227295,-0.045210575057439,60.930401492804656,9.204914360046386,,0.019653087576117,0.1313036129478852,0.1475741193739338,-0.0162705064260485,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.238213539123535,0.009759054895022561,True
2010-06-30,AAPL,8.983214378356934,-0.018112969331767,50.90010311668776,9.209871501922608,,0.0197821120846027,0.0842693703515848,0.134913169569464,-0.0506437992178791,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.217499732971191,0.026080347718152704,True
2010-07-01,AAPL,8.874285697937012,-0.012125802171922,45.56513509186629,9.20220006942749,,0.0199057526228099,0.0377693781944721,0.1154844112944656,-0.0777150330999935,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.272143363952637,0.04483264113393534,True
2010-07-13,AAPL,8.992856979370117,-0.021337811316525,28.70387086058902,9.145678653717042,,0.019377316398517,-0.0268708400169721,0.0095567207083958,-0.036427560725368,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.996070861816406,0.00035738169234335706,True
2010-07-19,AAPL,8.770713806152344,-0.0172869894997521,27.76904228518397,9.125957202911376,,0.0166657855307001,-0.080015352647635,-0.031194861106135,-0.0488204915414999,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.260000228881836,0.05578638564016023,True
2010-07-28,AAPL,9.31999969482422,-0.0118146693941191,53.554615851194285,9.150635776519776,,0.0157671341810151,0.0234155272025002,-0.0164032540125823,0.0398187812150825,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.39214324951172,0.0077407250053413935,True
2010-07-29,AAPL,9.21821403503418,-0.0109212084895846,48.188988986424384,9.154742908477782,,0.0153846160392686,0.0232798657606974,-0.0084666300579263,0.0317464958186237,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.346428871154783,0.013908858661050637,True
2010-08-11,AAPL,8.935357093811035,-0.0355421824409692,37.40370198812734,9.227300052642825,,0.0142772844278853,0.0130506814132811,0.0313373604996673,-0.0182866790863862,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,9.038213729858398,0.011511194792495273,True
2010-08-13,AAPL,8.896429061889648,-0.0106834851293624,36.52014030323606,9.208600044250488,,0.0144506707871451,-0.030393852224682,0.0128480573346066,-0.0432419095592886,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.915714263916016,0.0021677463948968877,True
2010-08-19,AAPL,8.924285888671875,-0.0126051280254807,39.82324900887298,9.210835762023926,,0.0126222361694547,-0.0646863815202927,-0.0293719082206031,-0.0353144732996896,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,8.581428527832031,-0.03841846452667467,False
2010-08-23,AAPL,8.778571128845215,-0.0153821815068536,27.35183864579332,9.204707164764404,,0.0129184844880615,-0.0861360393487373,-0.0473905016576228,-0.0387455376911145,PANIC,,VOLATILE,,,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.660714149475098,-0.01342553106198056,False
2010-08-24,AAPL,8.568928718566895,-0.0238811541424392,21.493896901524153,9.1944571685791,,0.0127512595473218,-0.113710945320399,-0.0606545903901781,-0.0530563549302209,PANIC,,VOLATILE,,OVERSOLD,UNKNOWN,PANIC,PANIC|UNKNOWN|VOLATILE,50,,0.0,50.0,8.682143211364746,0.013212210827771485,True
2010-08-26,AAPL,8.581428527832031,-0.0107455764728801,27.023841231889904,9.163192863464356,,0.0131738951867078,-0.1408951393712989,-0.0870917820330358,-0.0538033573382631,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,9.006071090698242,0.04948390136781696,True
2010-09-28,AAPL,10.244999885559082,-0.0147684839226933,82.12565718184372,9.309735717773435,,0.0122172543272302,0.3479383796600039,0.2770186083637691,0.0709197712962348,PANIC,,,OVERBOUGHT,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,10.319286346435549,0.00725099675024669,True
2010-09-30,AAPL,10.133929252624512,-0.0125969172328688,74.86560385880479,9.35615716934204,,0.012023221635684,0.3197934776180648,0.2956687504954974,0.0241247271225674,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,10.329285621643066,0.019277455382665197,True
2010-10-04,AAPL,9.95142936706543,-0.0137334770492466,62.790199193875914,9.386300048828126,,0.0120031536533251,0.264215166114413,0.289546972227012,-0.025331806112599,PANIC,,,,,UNKNOWN,PANIC,PANIC|UNKNOWN|,50,,0.0,50.0,10.54857063293457,0.06000557747466897,True
2010-10-19,AAPL,11.053214073181152,-0.0267610717024379,69.54063957660361,9.693457164764403,8.784248237609864,0.0161144426811339,0.3826948015863962,0.3278150289004132,0.0548797726859829,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,11.001786231994627,-0.004652749946398541,False
2010-10-29,AAPL,10.749285697937012,-0.0139562873759609,56.317466301743536,10.01160717010498,8.92221967458725,0.015743683531737,0.251381980727082,0.3114193467672575,-0.0600373660401754,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,11.32607078552246,0.05365799214883118,True
2010-11-12,AAPL,11.001070976257324,-0.0272226003923675,49.04186918580044,10.505100021362304,9.11728931427002,0.0123339220306737,0.2116065163725835,0.2476215576531004,-0.0360150412805169,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,10.95464324951172,-0.004220291537597085,False
2010-11-16,AAPL,10.771071434020996,-0.0177501449116551,43.45912030664038,10.570850009918212,9.156225030422211,0.011197143187009,0.1378553086873211,0.2148666103857629,-0.0770113016984418,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,11.026070594787598,0.023674447089931397,True
2010-11-23,AAPL,11.026070594787598,-0.0147754626647115,46.01056492676739,10.72317144393921,9.256350033283232,0.0140392560396646,0.0803690230310714,0.1283686688076807,-0.0479996457766092,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,11.300000190734863,0.0248438093691112,True
2010-11-30,AAPL,11.112500190734863,-0.0180515585458571,45.45455440727805,10.832050018310548,9.338537533283231,0.0146613890938384,0.0991289467391727,0.1116842197031229,-0.0125552729639502,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,11.364643096923828,0.022690024914392443,True
2011-01-18,AAPL,12.166070938110352,-0.0224690249869793,69.55180699023427,11.49961431503296,9.97709110736847,0.009143167920672,0.2485183577785505,0.2125881582606726,0.0359301995178779,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.192856788635254,0.00220168455873419,True
2011-01-20,AAPL,11.881428718566896,-0.0181796932652062,60.0267029671876,11.525164337158204,10.011266107559203,0.0103547220621992,0.1973988619097042,0.2125238609089549,-0.0151249989992506,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.25749969482422,0.03165199953349422,True
2011-01-21,AAPL,11.668571472167969,-0.0179151221154321,54.17335490715041,11.532764339447022,10.026760749816894,0.0112006685605524,0.1517080801698025,0.2003607047611244,-0.0486526245913219,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.003570556640623,0.02870951986468084,True
2011-01-28,AAPL,12.003570556640623,-0.0207162263516775,49.98348138418068,11.6403857421875,10.112633962631223,0.0144017252542418,0.1408341022321728,0.1667617143416538,-0.025927612109481,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.375,0.03094324656207351,True
2011-02-10,AAPL,12.662142753601074,-0.0101072223255647,75.88382928675026,11.885257148742676,10.257217888832091,0.0142943913534765,0.2174772536355416,0.1805472716991313,0.0369299819364103,PANIC,,,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,12.796428680419922,0.010605308235105559,True
2011-02-17,AAPL,12.796428680419922,-0.0133010679975186,76.25350995418589,12.03312141418457,10.34411253452301,0.012662450659516,0.2498987314238174,0.2242454314435838,0.0256532999802336,PANIC,,,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,12.434286117553713,-0.028300283767480446,False
2011-02-18,AAPL,12.520000457763672,-0.0216019820498213,62.0085437655446,12.054228572845458,10.36273931980133,0.0130169794380098,0.2195810480569395,0.223312554766255,-0.0037315067093154,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.614643096923828,0.007559315950461344,True
2011-02-22,AAPL,12.09321403503418,-0.0340883711761241,43.94796169371688,12.067692852020263,10.381087536811828,0.0136917555397415,0.1592798886422812,0.2105060215414602,-0.0512261328991789,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,12.475357055664062,0.03159978972693364,True
2011-03-01,AAPL,12.475357055664062,-0.0110416156992766,44.93901115516965,12.16201431274414,10.461694684028624,0.0135977157700479,0.08036353442629,0.1289244409561643,-0.0485609065298742,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,12.705714225769045,0.018464976118691166,True
2011-03-07,AAPL,12.691429138183594,-0.0128888866471656,46.93420942657468,12.2583429145813,10.539258971214297,0.0141959840446967,0.1180771082317146,0.1170717292768086,0.001005378954906,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,12.627142906188965,-0.005065326473061772,False
2011-03-10,AAPL,12.381071090698242,-0.0164552994731167,40.77130211317507,12.316307182312013,10.596508965492248,0.0140991332376698,0.0779905673772081,0.1072674077485456,-0.0292768403713375,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,11.95142936706543,-0.034701498802926466,False
2011-03-15,AAPL,12.336786270141602,-0.0229946424305572,52.586045889830544,12.37307144165039,10.649480395317076,0.0151365070025026,0.0441637055755883,0.0839723411322918,-0.0398086355567035,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,12.185713768005373,-0.012245693394386307,False
2011-03-16,AAPL,11.786070823669434,-0.0446401059735508,40.73967190335787,12.37338571548462,10.661833963394166,0.0178611876384031,-0.0200814415655052,0.0631615845927324,-0.0832430261582377,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,12.11392879486084,0.027817410576982442,True
2011-03-18,AAPL,11.809642791748049,-0.01186356635367,33.36778903181725,12.373400020599366,10.68651967525482,0.0180549044210945,-0.0965789498515246,0.0119882457202948,-0.1085671955718194,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,12.55500030517578,0.0631143148502804,True
2011-04-01,AAPL,12.305713653564451,-0.0113340322621304,43.08330374787852,12.412407131195067,10.847726798057556,0.0164448664257631,-0.0038077108121097,-0.0221217466557027,0.018314035843593,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,11.966428756713867,-0.02757133039190356,False
2011-04-11,AAPL,11.814286231994627,-0.0127141127743629,35.64335267360147,12.407642879486083,10.9186732339859,0.0156060946151483,-0.1048824192322612,-0.0571315121783784,-0.0477509070538828,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,11.85178565979004,0.0031740747649959904,True
2011-04-14,AAPL,11.872142791748049,-0.0110374497300197,19.06156507792213,12.387842903137209,10.958842883110046,0.0112019230823637,-0.1251136535963795,-0.0881425356028112,-0.0369711179935682,PANIC,,,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,12.524999618530272,0.05499064812764914,True
2011-04-15,AAPL,11.69499969482422,-0.0149209034991522,16.944846685385286,12.376428623199462,10.972946453094483,0.011387730664862,-0.1441949135947595,-0.0993530112012008,-0.0448419023935586,PANIC,,,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,12.607500076293944,0.07802483157597365,True
2011-05-02,AAPL,12.367142677307127,-0.0109959763024433,64.59273102203895,12.302085781097412,11.138025031089782,0.0116165329237486,0.0591730489286952,0.0071724355470498,0.0520006133816454,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,12.41428565979004,0.0038119542818421514,True
2011-05-13,AAPL,12.160714149475098,-0.0175144769345643,30.09862985301112,12.291728591918943,11.282566103935242,0.0111730181992362,0.0316402337991625,0.0476828787528447,-0.0160426449536821,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.972143173217772,-0.015506570908540386,False
2011-05-16,AAPL,11.903571128845217,-0.0211453881301025,26.248603360233886,12.272657146453858,11.296146459579468,0.0117207442888041,-0.0068541539295594,0.0367754722163639,-0.0436296261459233,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.942856788635254,0.003300325538009235,True
2011-05-20,AAPL,11.972143173217772,-0.0155933433585124,35.32381110989061,12.230871448516844,11.350307173728943,0.0094527346531543,-0.0545138125074515,-0.009328522738726,-0.0451852897687255,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,12.0503568649292,0.0065329733014215146,True
2011-06-06,AAPL,12.072856903076172,-0.0157232423226686,55.18146466595398,12.220685691833497,11.504201798439023,0.0123025799500373,-0.0129398604438719,-0.0309911792870245,0.0180513188431525,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.66428565979004,-0.033842134183005745,False
2011-06-07,AAPL,11.85857105255127,-0.0177493904090175,45.80775443382761,12.206757106781003,11.5189160823822,0.0128019624884579,-0.0375839569754905,-0.0323097348247177,-0.0052742221507728,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.872857093811035,0.0012047017466486492,True
2011-06-10,AAPL,11.639286041259766,-0.0168632764076285,39.81197042247114,12.163614292144777,11.565525016784669,0.0130795446176174,-0.099261664844958,-0.0550275744905955,-0.0442340903543624,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.437856674194336,-0.017305989933694265,False
2011-06-15,AAPL,11.66964340209961,-0.0171158205734115,40.03973351181236,12.128992881774902,11.612201805114744,0.012945612873625,-0.1263067666239195,-0.0867675265386037,-0.0395392400853157,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.521785736083984,-0.012670281423425703,False
2011-06-17,AAPL,11.437856674194336,-0.0150695210291761,33.71319223998414,12.10648572921753,11.63934287071228,0.0129076866712185,-0.1611606964202536,-0.1099888893683097,-0.0511718070519439,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.655357360839844,0.019015860474648604,True
2011-06-20,AAPL,11.261428833007812,-0.0154249040018636,15.539534949546407,12.090228576660156,11.650619659423828,0.0128990791634165,-0.1908313325121486,-0.1261573779970775,-0.0646739545150711,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,11.85857105255127,0.053025440057233524,True
2011-06-24,AAPL,11.655357360839844,-0.0147329792619967,40.62851339768515,12.06958568572998,11.697569656372073,0.0162920847579527,-0.1475989477179009,-0.1484765134197467,0.0008775657018457,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,12.259285926818848,0.051815534031423895,True
2011-07-11,AAPL,12.64285659790039,-0.0158739278965045,78.57565585451653,12.09054277420044,11.820432147979735,0.0155578801375036,0.1925241560142456,0.0665733621217903,0.1259507938924552,PANIC,,VOLATILE,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,13.350000381469728,0.05593227907740199,True
2011-07-27,AAPL,14.021071434020996,-0.0268213656668911,75.47875823338819,12.372585716247558,12.014664311408996,0.013332749202486,0.5578729981921775,0.4360698437117762,0.1218031544804013,PANIC,,VOLATILE,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,14.020357131958008,-5.094489863699611e-05,False
2011-08-02,AAPL,13.889642715454102,-0.0197606022042882,71.17779968943704,12.527014274597168,12.077562522888185,0.0142455630995734,0.4923930415896862,0.4841305371426062,0.00826250444708,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,13.357500076293944,-0.03831219060574377,False
2011-08-04,AAPL,13.477499961853027,-0.0387192112865364,57.37646250272124,12.600835704803467,12.103000020980836,0.0171520188286491,0.4091180708945341,0.4673478087756628,-0.0582297378811287,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,13.346428871154783,-0.00972517833939752,False
2011-08-08,AAPL,12.614643096923828,-0.0546276276559583,37.766510480778734,12.640157127380371,12.122067875862122,0.0211984991633231,0.230414978257512,0.4001806029165222,-0.1697656246590101,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,13.693214416503906,0.08550153272612965,True
2011-08-10,AAPL,12.98892879486084,-0.0275928339380825,39.94032488721279,12.677628574371338,12.1437446641922,0.0257489025175076,0.1414374783338345,0.3161274982011531,-0.1746900198673185,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,13.587142944335938,0.046055695502140656,True
